"Dim.1","Dim.2"
0.0416644386358689,-2.88487856156392
-0.714578397087152,-1.52620654807067
2.45432649607341,1.03886905275842
1.64647430173462,1.1352810446569
-2.40885914465121,1.05893020714085
3.02272300668487,-0.717887022391868
-2.4136174433045,1.87371709339836
2.57527517361236,-1.23327199304467
0.747860511668914,-1.59138829803767
-1.80675540344882,-0.629453903427758
-2.16746485219809,-0.635552383828126
-0.14770354437469,0.430119849618027
-2.57525161545261,0.404298028205865
-1.12035744868396,-0.409471298328384
1.02307050896719,1.82254170803592
-3.35579302104025,0.618009279173238
1.79416081808471,-0.0459081807791742
2.69935915196051,-1.5632858353078
-2.28377748960389,2.20411844277586
-1.38986512368516,-0.727202076946822
-1.75020986572598,4.54519819712581
4.52729599007995,0.806602616762052
1.00304359564024,1.2186078173489
-3.39311259862331,1.68134275330301
4.58274809731988,6.87071367153032
1.71567133657636,-2.33710516293962
3.47152599761562,0.0511389446156993
2.73028466737035,2.98312940832713
0.337963555873248,-0.322649482548116
-2.22228815399565,0.284230751648899
0.277325887309898,3.06931843463021
-0.689183110729345,-0.503330377783896
-3.73941554897746,1.8825823537369
4.22542064653743,1.35205121959109
0.456180449727676,0.762724831752377
-2.08630716517521,-0.541206229568231
-2.38640264543204,1.96783326120916
4.00604708014117,1.92227937818097
0.342606080401635,0.60554724667211
1.07292927029841,-2.15100903284804
-0.517416577622109,2.23337240977435
1.55361341291958,-1.7839047651061
-0.22335261008523,-2.15514976692788
3.42609855551146,1.67153157107985
-1.21529990298782,-0.182671346457182
0.713918423918483,1.49345266188033
2.26748252234493,-1.76767015072905
1.61848781784847,-2.81276490565793
-3.9161844540958,4.73896407460554
-0.810432047144821,0.405760121306668
-2.35491052516912,0.592887106101644
-2.8545921048522,-0.0121073760830397
2.93654292220966,-1.52338644469272
-3.47825823536633,1.35521716085887
-2.71959031017244,1.29043444914922
-1.67071824676735,0.518436502728919
-0.515755354602939,0.174616352339902
-1.7029523595809,-0.709683201703737
3.47043985174391,1.36576511246411
-2.47249957696727,-0.0648441644425596
0.26898754253771,-1.29946233030626
-2.13007988618017,-0.482533681340284
-1.36201949218931,-1.09585211831283
-1.03723676056044,-0.739031069236739
1.32746937624694,-1.07687142023162
-0.2113492019603,-1.39220557637849
2.05981956946832,-0.980106401221961
1.42723340183936,4.55507956188485
-1.89400578499855,-0.351322293209517
-2.40459936654988,-0.385581633210956
-1.51857384663366,-1.36885017978897
-1.5219759873457,-1.47855944177638
4.1816576007642,1.62408604926704
-0.352049224776682,-0.158286203151313
4.17008780285518,2.57949106781328
-1.50791842217335,-1.36359088210514
-1.71946524975259,-0.710203830989092
-0.0962251184191308,-1.27796568387321
-2.7875284588339,0.737257719794769
5.21291466674173,2.10682473805291
-2.24757376559746,-0.785677206496
0.603906807633356,-0.61913135964208
1.18706954221551,4.65635505141204
-0.579088941563917,-0.878683871446031
-2.12065668372124,-0.323614828465566
-2.27210941463267,-0.769657695005803
-2.97994659459328,1.74566134864341
-0.282222430682492,1.77876071526443
-0.887008065627616,-0.74839292865236
2.45102650360094,0.912572247607751
2.1118675109816,3.1837521760131
3.33396917269346,-1.31488958903271
3.08987179566693,3.97958141868891
3.14223575083987,-1.17492691322643
-2.21847901163042,-0.455503433217429
-1.02053572542862,-2.19487853576763
-1.85015842580413,0.453804610313055
-3.6148180811749,2.07733660342518
1.47964113637841,0.854871806973529
2.85870561397103,2.16976048097017
2.18705609711795,0.0767497337575475
-0.438315564835825,2.4121793475704
0.0920461372211907,0.408179236077259
-0.433947315718752,-1.10120904288673
-0.26683493344866,-2.46937620156288
-1.55417513397757,-0.172277166068092
0.9744734348741,-0.213573984775635
-4.00554141532664,2.18636874095476
0.199088458907866,-2.05232030905552
-2.00456833063023,-1.05411894331878
-0.529380269901315,2.09463459103244
-0.519112313729747,0.131287049583969
2.73990086587121,0.0767194792867334
2.35137102306938,2.13576619846099
1.67919201635084,-0.953403958749317
-2.24870848574041,1.07754176589864
-3.62315065132419,1.07003857293975
0.407811387488031,-0.732143613344953
-0.0754072911853029,-0.397335341889637
-1.60352831395024,1.04548152290622
4.03872587782031,1.80165561713762
-2.52391073456941,-0.0541754553500041
-2.26201716654961,-0.397197422528216
3.70812984644987,4.04300717602251
3.65947593246769,-0.711048756016251
-2.34584508943884,-0.600807871619933
-1.08687432984696,-1.70318691717846
1.81051362846215,3.35402092287235
-3.86034751640158,2.26434145152102
-1.63814283943085,-1.36172766036977
2.81026256792566,-1.1343448074833
-2.01709565843533,0.00978291211004643
-0.245899150040051,0.739144744887152
